1020.1646446308425,353.8695188636347;876.7863294572489,348.40825801271774,674.8904644100967,367.5029158180849,949.4262219849685,351.32563210880716,981.1051880842641,349.3910455717896;944.7181028720476,351.20016353245984,953.9816667917504,351.2628183657799,925.9016374852231,352.63083524005646,924.0320876538433,352.5938389746895;4,0;674.8904644100967,367.5029158180849;Red;runAdvGoal
136.44456138682668,414.7043506440405;229.13076435699958,393.2967558250743,177.8084834578673,409.80379691750966,183.2779336767534,375.0897780468563,188.00388113601522,431.7786956124093;1065.0398326647762,268.14848819515885,139.26545212123457,420.2524177399886,138.7021457240494,420.4706426857407,185.36582304009775,684.4535284334902;0,0;185.36582304009775,684.4535284334902;Blue;defendBall
172.43278691686626,659.4417315407505;122.43330243567135,499.08533374638836,704.9399081784807,579.1222988080714,187.96345170660652,689.8004926531478,299.7431798731132,350.0507385496184;187.23952120404772,686.7422811305399,0,700,899.9490061049559,349.9864155607467,188.1833056073241,691.9745555548614;0,0;704.9399081784807,579.1222988080714;Red;defendGoal
66.1771217319417,628.1583735107416;188.88744243794105,448.59689983123496,21.23059268450528,622.3497061356045,122.04858008997803,445.0995354862986,188.61265947183415,449.0277900447667;21.23059270462361,622.3497061102142,20.306228862043145,617.8454951076329,21.230592682279905,622.3497061384116,21.230592702483314,622.3497061129164;0,0;188.61265947183415,449.0277900447667;Red;defendGoal
714.4238807192562,395.06094763016046;299.4907860131986,349.3355672012433,669.9788281844748,401.7180993821995,636.9251665925615,392.2770231002505,639.2837690443544,392.09010026527403;638.5892745163333,394.07793613352686,633.3509516152326,393.76337209832644,647.3837553246135,390.7250602226188,648.1690658999576,389.97085261680735;0,0;669.9788281844748,401.7180993821995;Red;shootBall
27.67531944163573,627.0643258485935;2.1153763769372573,566.3744026254037,1200,456.0867338040106,7.511133965056728,564.8576481606167,175.15355399624838,438.8399559914261;8.497036281632457,540.6869356802481,8.85806864990264,542.4620749670765,900.2313803143153,350.0616381984868,11.10520553123671,541.8361756634882;0,0;1200,456.0867338040106;Red;defendBall
58.149001327057434,486.0974602841706;49.509261282511986,435.09264903824356,79.13552031119819,446.9002781553353,49.282942607459006,428.823467163317,49.28246183997758,428.8273545959949;49.029783263709746,429.7082634595268,48.87515455744673,428.7508294149387,82.28891163343725,407.92672216568485,82.28958450951389,407.9252267287524;0,0;79.13552031119819,446.9002781553353;Red;clearBall
27.827328939507673,452.45362326502095;163.71062606629386,417.3343901422493,0.9235796688444444,470.33132815183956,14.129344367651198,438.4631509916034,15.93523120270851,439.32327460520827;14.12934435838107,438.4631509750585,14.917526688434645,440.0419780061258,14.129344645023266,438.46315148664354,14.129344651770673,438.463151498686;0,0;15.93523120270851,439.32327460520827;Red;clearBall
670.7657539955692,339.64811609064725;323.03532267443643,406.2383889627276,717.7601029529022,366.6975029413701,160.41289885736055,316.0244409577263,690.4241008430387,336.1976735391106;1065.865603714436,265.0729810987056,740.5882018918068,369.60961559945264,681.5432394216272,335.8843775020953,888.0540154928558,263.74979598436823;0,1;888.0540154928558,263.74979598436823;Blue;defendCenter
737.4779463633513,307.4112185338615;690.5344896399375,314.01836228176734,554.7306598296753,335.2184357450914,702.1320406493311,313.6705937586679,346.1354480728344,338.8722496599846;692.3895397231516,313.6320855698862,692.8707591951853,313.2460760663223,682.783059972668,334.73242857796214,682.7799407151019,334.7343994981078;0,0;554.7306598296753,335.2184357450914;Red;runAdvGoal
221.61782726514392,123.18451119185988;190.31034244868843,116.88884099802578,200.58772064233057,108.19180873788673,1200,456.5011618244599,100.51487992339165,200.01489804493957;190.31034195659203,116.88884085452003,190.57900117913925,116.96789562147023,197.37302806930174,168.8209968345908,197.35989711896642,168.82687028177793;0,0;1200,456.5011618244599;Red;defendCenter
295.4006344674392,371.3972829174255;114.47776641182256,360.3091171115351,121.4961600809143,357.5839679894225,155.283995764631,349.7561490749969,116.38134701750579,363.31819387183856;249.08920374973627,367.5381194676797,256.31039215692937,368.23685038566737,900.2681792361149,346.9088814363436,899.5246479793436,348.9147623679357;0,0;155.283995764631,349.7561490749969;Red;defendBall
701.9045093954076,224.23246212677338;672.2027602317115,207.33199821438393,669.5074964175058,205.65969255977905,653.9026330774751,203.74635501142052,119.19532575622847,327.9056911410534;671.8171142288234,207.28515678873453,673.9971482159141,209.23355576511443,897.450766406072,346.12065539093084,671.8837311632881,205.57389708308733;0,0;119.19532575622847,327.9056911410534;Red;runAdvGoal
465.7729446787256,319.12153374449275;380.2904742265642,355.4065239956728,458.29866197879585,294.05123663749504,172.3246362706403,508.80495736507373,423.42707525188035,342.8755858746236;1062.316699526969,260.8513048344415,470.34692107593946,313.086690428343,469.9159165847939,311.95988517709293,470.39996610836823,310.7824747351211;0,2;172.3246362706403,508.80495736507373;Red;defendGoal
120.2942234144351,409.6607823281578;102.57819914558759,407.46815367734865,68.54316972891326,404.75318261650654,74.73677374520813,411.0821255867048,77.32610992568877,402.99950165290915;1064.7602907334065,266.6257232369945,79.20860936527346,391.5137076710767,79.83944659046588,391.16750681895354,150.57726480588758,700;0,0;102.57819914558759,407.46815367734865;Red;clearBall
623.8991763377403,366.6064651784178;324.065396120948,410.48722219014445,672.2016052097047,355.01769613852224,162.77063596546446,354.41914548995993,647.4385719871724,330.79109668123385;1065.1245626948792,265.8089475446709,695.8021411645794,348.0207240647858,656.6102386531866,368.1262726391835,825.1241893250341,294.5410418260372;0,0;324.065396120948,410.48722219014445;Red;defendCenter
231.50275022321398,461.11812991070127;210.17522624502615,446.670362634129,221.88061264320856,445.6013815381767,209.79564262463205,446.89509900607743,209.45391458562602,446.3395418334564;225.17258244372655,448.13101348273665,267.05138580543905,455.1314399340325,899.4484155094664,351.14056453974865,899.9974840780085,349.99102009381454;0,0;209.45391458562602,446.3395418334564;Red;defendGoal
235.62047314634782,388.5551414617283;185.8421098626997,381.7108662485134,158.8686021889792,378.33021594949406,196.89987846133656,379.16584642906304,183.69239845859755,379.69832240365116;158.57198629340695,377.571011153765,151.8173726852763,376.9028796116548,901.404766753318,349.63580121208685,154.1536274243064,375.9487194086377;0,0;183.69239845859755,379.69832240365116;Red;defendBall
